"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","role","Activity"
"Case444","Take in charge ticket","2012/07/23 13:27:42.000","2012/07/23 13:27:42.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Take in charge ticket"
"Case444","Resolve ticket","2012/07/25 11:52:04.000","2012/07/25 11:52:04.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Resolve ticket"
"Case444","Closed","2012/09/09 09:50:32.000","2012/09/09 09:50:32.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case445","Assign seriousness","2011/05/16 08:25:43.000","2011/05/16 08:25:43.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case445","Take in charge ticket","2011/05/16 08:26:52.000","2011/05/16 08:26:52.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Take in charge ticket"
"Case445","Resolve ticket","2011/05/16 12:04:16.000","2011/05/16 12:04:16.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Resolve ticket"
"Case445","Closed","2011/07/01 08:30:33.000","2011/07/01 08:30:33.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case446","Assign seriousness","2013/04/11 10:06:13.000","2013/04/11 10:06:13.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Assign seriousness"
"Case446","Take in charge ticket","2013/04/29 06:58:49.000","2013/04/29 06:58:49.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Take in charge ticket"
"Case446","Wait","2013/04/29 07:29:49.000","2013/04/29 07:29:49.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Wait"
"Case446","Resolve ticket","2013/04/30 14:01:23.000","2013/04/30 14:01:23.000","Fluxicon Disco","Variant 2","2","Value 9","Value 9","Resolve ticket"
"Case446","Closed","2013/05/15 14:01:37.000","2013/05/15 14:01:37.000","Fluxicon Disco","Variant 2","2","Value 3","Value 3","Closed"
"Case447","Assign seriousness","2013/03/13 16:27:23.000","2013/03/13 16:27:23.000","Fluxicon Disco","Variant 5","5","Value 1","Value 1","Assign seriousness"
"Case447","Resolve ticket","2013/03/29 09:28:24.000","2013/03/29 09:28:24.000","Fluxicon Disco","Variant 5","5","Value 1","Value 1","Resolve ticket"
"Case447","Closed","2013/04/13 08:28:47.000","2013/04/13 08:28:47.000","Fluxicon Disco","Variant 5","5","Value 3","Value 3","Closed"
"Case448","Assign seriousness","2012/06/12 14:20:01.000","2012/06/12 14:20:01.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case448","Take in charge ticket","2012/06/13 09:35:07.000","2012/06/13 09:35:07.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Take in charge ticket"
"Case448","Wait","2012/06/26 12:36:43.000","2012/06/26 12:36:43.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Wait"
"Case448","Resolve ticket","2012/06/29 12:27:09.000","2012/06/29 12:27:09.000","Fluxicon Disco","Variant 2","2","Value 13","Value 13","Resolve ticket"
"Case448","Closed","2012/07/18 14:20:37.000","2012/07/18 14:20:37.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case449","Assign seriousness","2011/03/09 10:49:32.000","2011/03/09 10:49:32.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Assign seriousness"
"Case449","Take in charge ticket","2011/03/09 10:49:53.000","2011/03/09 10:49:53.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Take in charge ticket"
"Case449","Wait","2011/03/09 10:53:22.000","2011/03/09 10:53:22.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Wait"
"Case449","Take in charge ticket","2011/03/10 12:20:24.000","2011/03/10 12:20:24.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Take in charge ticket"
"Case449","Resolve ticket","2011/03/10 12:21:03.000","2011/03/10 12:21:03.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Resolve ticket"
"Case449","Closed","2011/04/27 11:20:36.000","2011/04/27 11:20:36.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case450","Assign seriousness","2010/10/07 14:56:55.000","2010/10/07 14:56:55.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Assign seriousness"
"Case450","Take in charge ticket","2010/10/07 14:57:26.000","2010/10/07 14:57:26.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Take in charge ticket"
"Case450","Resolve ticket","2010/10/08 07:44:11.000","2010/10/08 07:44:11.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Resolve ticket"
"Case450","Closed","2010/11/20 16:00:35.000","2010/11/20 16:00:35.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case451","Assign seriousness","2011/07/08 13:17:10.000","2011/07/08 13:17:10.000","Fluxicon Disco","Variant 4","4","Value 9","Value 9","Assign seriousness"
"Case451","Assign seriousness","2011/07/13 08:15:33.000","2011/07/13 08:15:33.000","Fluxicon Disco","Variant 4","4","Value 2","Value 2","Assign seriousness"
"Case451","Take in charge ticket","2011/07/13 11:27:47.000","2011/07/13 11:27:47.000","Fluxicon Disco","Variant 4","4","Value 7","Value 7","Take in charge ticket"
"Case451","Resolve ticket","2011/07/13 11:29:32.000","2011/07/13 11:29:32.000","Fluxicon Disco","Variant 4","4","Value 7","Value 7","Resolve ticket"
"Case451","Closed","2011/08/21 13:20:33.000","2011/08/21 13:20:33.000","Fluxicon Disco","Variant 4","4","Value 5","Value 5","Closed"
"Case452","Assign seriousness","2010/11/30 16:09:16.000","2010/11/30 16:09:16.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Assign seriousness"
"Case452","Take in charge ticket","2010/12/06 07:08:44.000","2010/12/06 07:08:44.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case452","Resolve ticket","2010/12/06 15:31:43.000","2010/12/06 15:31:43.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case452","Closed","2011/01/01 16:00:34.000","2011/01/01 16:00:34.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case453","Assign seriousness","2012/05/23 06:56:57.000","2012/05/23 06:56:57.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Assign seriousness"
"Case453","Take in charge ticket","2012/05/23 06:57:05.000","2012/05/23 06:57:05.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Take in charge ticket"
"Case453","Resolve ticket","2012/05/25 11:31:15.000","2012/05/25 11:31:15.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Resolve ticket"
"Case453","Resolve ticket","2012/05/25 11:31:15.000","2012/05/25 11:31:15.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Resolve ticket"
"Case453","Closed","2012/06/27 07:01:06.000","2012/06/27 07:01:06.000","Fluxicon Disco","Variant 6","6","Value 5","Value 5","Closed"
"Case454","Assign seriousness","2011/11/08 14:52:09.000","2011/11/08 14:52:09.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case454","Take in charge ticket","2011/11/08 14:52:23.000","2011/11/08 14:52:23.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Take in charge ticket"
"Case454","Resolve ticket","2011/11/08 15:20:00.000","2011/11/08 15:20:00.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Resolve ticket"
"Case454","Closed","2011/12/09 15:01:08.000","2011/12/09 15:01:08.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case455","Assign seriousness","2010/07/01 07:33:32.000","2010/07/01 07:33:32.000","Fluxicon Disco","Variant 3","3","Value 19","Value 19","Assign seriousness"
"Case455","Take in charge ticket","2010/07/12 08:25:59.000","2010/07/12 08:25:59.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case455","Wait","2010/07/14 13:04:12.000","2010/07/14 13:04:12.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Wait"
"Case455","Take in charge ticket","2010/07/21 07:23:02.000","2010/07/21 07:23:02.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Take in charge ticket"
"Case455","Resolve ticket","2010/07/21 07:23:11.000","2010/07/21 07:23:11.000","Fluxicon Disco","Variant 3","3","Value 2","Value 2","Resolve ticket"
"Case455","Closed","2010/08/05 07:23:24.000","2010/08/05 07:23:24.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case456","Assign seriousness","2013/04/19 13:03:02.000","2013/04/19 13:03:02.000","Fluxicon Disco","Variant 1","1","Value 14","Value 14","Assign seriousness"
"Case456","Take in charge ticket","2013/05/30 14:11:41.000","2013/05/30 14:11:41.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case456","Resolve ticket","2013/05/31 12:36:30.000","2013/05/31 12:36:30.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Resolve ticket"
"Case456","Closed","2013/06/15 12:36:44.000","2013/06/15 12:36:44.000","Fluxicon Disco","Variant 1","1","Value 3","Value 3","Closed"
"Case457","Assign seriousness","2011/12/07 10:31:32.000","2011/12/07 10:31:32.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case457","Take in charge ticket","2011/12/07 10:41:28.000","2011/12/07 10:41:28.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Take in charge ticket"
"Case457","Resolve ticket","2011/12/07 16:02:54.000","2011/12/07 16:02:54.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Resolve ticket"
"Case457","Closed","2012/01/07 10:40:36.000","2012/01/07 10:40:36.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case458","Assign seriousness","2012/07/20 09:19:26.000","2012/07/20 09:19:26.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case458","Take in charge ticket","2012/07/26 14:34:07.000","2012/07/26 14:34:07.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Take in charge ticket"
"Case458","Resolve ticket","2012/08/28 09:19:09.000","2012/08/28 09:19:09.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Resolve ticket"
"Case458","Closed","2012/09/12 09:19:25.000","2012/09/12 09:19:25.000","Fluxicon Disco","Variant 1","1","Value 3","Value 3","Closed"
"Case459","Assign seriousness","2011/10/05 07:52:36.000","2011/10/05 07:52:36.000","Fluxicon Disco","Variant 1","1","Value 1","Value 1","Assign seriousness"
"Case459","Take in charge ticket","2011/10/18 08:24:51.000","2011/10/18 08:24:51.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Take in charge ticket"
"Case459","Resolve ticket","2011/10/18 14:36:27.000","2011/10/18 14:36:27.000","Fluxicon Disco","Variant 1","1","Value 9","Value 9","Resolve ticket"
"Case459","Closed","2011/11/20 09:00:27.000","2011/11/20 09:00:27.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case460","Assign seriousness","2011/02/25 15:54:09.000","2011/02/25 15:54:09.000","Fluxicon Disco","Variant 1","1","Value 8","Value 8","Assign seriousness"
"Case460","Take in charge ticket","2011/02/28 10:00:58.000","2011/02/28 10:00:58.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Take in charge ticket"
"Case460","Resolve ticket","2011/02/28 11:01:29.000","2011/02/28 11:01:29.000","Fluxicon Disco","Variant 1","1","Value 2","Value 2","Resolve ticket"
"Case460","Closed","2011/04/01 15:00:29.000","2011/04/01 15:00:29.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case461","Assign seriousness","2012/03/28 08:02:20.000","2012/03/28 08:02:20.000","Fluxicon Disco","Variant 2","2","Value 1","Value 1","Assign seriousness"
"Case461","Take in charge ticket","2012/03/28 08:49:03.000","2012/03/28 08:49:03.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Take in charge ticket"
"Case461","Wait","2012/03/30 06:52:33.000","2012/03/30 06:52:33.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Wait"
"Case461","Resolve ticket","2012/04/16 07:48:18.000","2012/04/16 07:48:18.000","Fluxicon Disco","Variant 2","2","Value 4","Value 4","Resolve ticket"
"Case461","Closed","2012/05/02 09:01:40.000","2012/05/02 09:01:40.000","Fluxicon Disco","Variant 2","2","Value 5","Value 5","Closed"
"Case462","Assign seriousness","2012/05/15 07:39:10.000","2012/05/15 07:39:10.000","Fluxicon Disco","Variant 10","10","Value 1","Value 1","Assign seriousness"
"Case462","Take in charge ticket","2012/05/15 07:39:18.000","2012/05/15 07:39:18.000","Fluxicon Disco","Variant 10","10","Value 1","Value 1","Take in charge ticket"
"Case462","Require upgrade","2012/05/15 14:46:35.000","2012/05/15 14:46:35.000","Fluxicon Disco","Variant 10","10","Value 1","Value 1","Require upgrade"
"Case462","Resolve ticket","2012/06/01 11:07:34.000","2012/06/01 11:07:34.000","Fluxicon Disco","Variant 10","10","Value 1","Value 1","Resolve ticket"
"Case462","Closed","2012/06/16 11:07:48.000","2012/06/16 11:07:48.000","Fluxicon Disco","Variant 10","10","Value 5","Value 5","Closed"
"Case463","Assign seriousness","2011/11/10 08:20:49.000","2011/11/10 08:20:49.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Assign seriousness"
"Case463","Take in charge ticket","2011/11/10 08:21:08.000","2011/11/10 08:21:08.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Take in charge ticket"
"Case463","Resolve ticket","2011/12/13 15:45:19.000","2011/12/13 15:45:19.000","Fluxicon Disco","Variant 6","6","Value 2","Value 2","Resolve ticket"
"Case463","Resolve ticket","2011/12/13 15:45:20.000","2011/12/13 15:45:20.000","Fluxicon Disco","Variant 6","6","Value 2","Value 2","Resolve ticket"
"Case463","Closed","2011/12/28 15:45:31.000","2011/12/28 15:45:31.000","Fluxicon Disco","Variant 6","6","Value 5","Value 5","Closed"
"Case464","Assign seriousness","2011/10/07 07:30:01.000","2011/10/07 07:30:01.000","Fluxicon Disco","Variant 6","6","Value 1","Value 1","Assign seriousness"
"Case464","Take in charge ticket","2011/10/07 13:08:34.000","2011/10/07 13:08:34.000","Fluxicon Disco","Variant 6","6","Value 13","Value 13","Take in charge ticket"
"Case464","Resolve ticket","2011/10/14 07:03:04.000","2011/10/14 07:03:04.000","Fluxicon Disco","Variant 6","6","Value 2","Value 2","Resolve ticket"
"Case464","Resolve ticket","2011/10/14 07:03:04.000","2011/10/14 07:03:04.000","Fluxicon Disco","Variant 6","6","Value 2","Value 2","Resolve ticket"
"Case464","Closed","2011/11/09 08:40:28.000","2011/11/09 08:40:28.000","Fluxicon Disco","Variant 6","6","Value 5","Value 5","Closed"
"Case465","Assign seriousness","2011/06/30 14:05:37.000","2011/06/30 14:05:37.000","Fluxicon Disco","Variant 4","4","Value 8","Value 8","Assign seriousness"
"Case465","Assign seriousness","2011/06/30 14:05:53.000","2011/06/30 14:05:53.000","Fluxicon Disco","Variant 4","4","Value 8","Value 8","Assign seriousness"
"Case465","Take in charge ticket","2011/07/05 09:38:12.000","2011/07/05 09:38:12.000","Fluxicon Disco","Variant 4","4","Value 13","Value 13","Take in charge ticket"
"Case465","Resolve ticket","2011/07/05 11:14:52.000","2011/07/05 11:14:52.000","Fluxicon Disco","Variant 4","4","Value 13","Value 13","Resolve ticket"
"Case465","Closed","2011/08/02 14:10:24.000","2011/08/02 14:10:24.000","Fluxicon Disco","Variant 4","4","Value 5","Value 5","Closed"
"Case466","Assign seriousness","2012/06/15 13:58:32.000","2012/06/15 13:58:32.000","Fluxicon Disco","Variant 1","1","Value 13","Value 13","Assign seriousness"
"Case466","Take in charge ticket","2012/06/15 14:35:08.000","2012/06/15 14:35:08.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Take in charge ticket"
"Case466","Resolve ticket","2012/06/18 09:34:55.000","2012/06/18 09:34:55.000","Fluxicon Disco","Variant 1","1","Value 4","Value 4","Resolve ticket"
"Case466","Closed","2012/07/18 14:00:37.000","2012/07/18 14:00:37.000","Fluxicon Disco","Variant 1","1","Value 5","Value 5","Closed"
"Case467","Assign seriousness","2013/08/30 14:22:29.000","2013/08/30 14:22:29.000","Fluxicon Disco","Variant 103","103","Value 1","Value 1","Assign seriousness"
"Case467","Take in charge ticket","2013/09/10 09:02:15.000","2013/09/10 09:02:15.000","Fluxicon Disco","Variant 103","103","Value 2","Value 2","Take in charge ticket"
"Case467","Wait","2013/09/17 06:29:12.000","2013/09/17 06:29:12.000","Fluxicon Disco","Variant 103","103","Value 1","Value 1","Wait"
"Case467","Take in charge ticket","2013/09/26 07:09:19.000","2013/09/26 07:09:19.000","Fluxicon Disco","Variant 103","103","Value 1","Value 1","Take in charge ticket"
"Case467","Require upgrade","2013/09/30 09:41:33.000","2013/09/30 09:41:33.000","Fluxicon Disco","Variant 103","103","Value 1","Value 1","Require upgrade"
"Case467","Resolve ticket","2013/10/04 14:03:32.000","2013/10/04 14:03:32.000","Fluxicon Disco","Variant 103","103","Value 1","Value 1","Resolve ticket"
"Case467","Closed","2013/10/19 14:03:53.000","2013/10/19 14:03:53.000","Fluxicon Disco","Variant 103","103","Value 3","Value 3","Closed"
"Case468","Assign seriousness","2011/02/02 13:17:34.000","2011/02/02 13:17:34.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Assign seriousness"
"Case468","Take in charge ticket","2011/02/04 13:48:04.000","2011/02/04 13:48:04.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Take in charge ticket"
"Case468","Wait","2011/02/08 13:55:03.000","2011/02/08 13:55:03.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Wait"
"Case468","Take in charge ticket","2011/02/17 08:18:28.000","2011/02/17 08:18:28.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Take in charge ticket"
"Case468","Resolve ticket","2011/02/17 08:18:39.000","2011/02/17 08:18:39.000","Fluxicon Disco","Variant 3","3","Value 8","Value 8","Resolve ticket"
"Case468","Closed","2011/03/31 06:40:56.000","2011/03/31 06:40:56.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
"Case469","Assign seriousness","2010/05/03 10:18:49.000","2010/05/03 10:18:49.000","Fluxicon Disco","Variant 3","3","Value 16","Value 16","Assign seriousness"
"Case469","Take in charge ticket","2010/05/03 10:20:03.000","2010/05/03 10:20:03.000","Fluxicon Disco","Variant 3","3","Value 16","Value 16","Take in charge ticket"
"Case469","Wait","2010/05/03 10:29:31.000","2010/05/03 10:29:31.000","Fluxicon Disco","Variant 3","3","Value 16","Value 16","Wait"
"Case469","Take in charge ticket","2010/05/03 11:15:04.000","2010/05/03 11:15:04.000","Fluxicon Disco","Variant 3","3","Value 16","Value 16","Take in charge ticket"
"Case469","Resolve ticket","2010/05/03 11:15:12.000","2010/05/03 11:15:12.000","Fluxicon Disco","Variant 3","3","Value 16","Value 16","Resolve ticket"
"Case469","Closed","2010/06/16 10:00:37.000","2010/06/16 10:00:37.000","Fluxicon Disco","Variant 3","3","Value 5","Value 5","Closed"
